id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74
0.020482471,0.56014585,0.3666765,0.16601881,0.2784686,0.92713445,0.00018058013,-0.03665362,0.4574609,0.138466,0.47906435,0.23084337,0.20952608,0.17390233,0.027468372,0.20592853,0.42684966,0.4324483,0.0042744996,0.2552036,0.21104205,-0.011294055,0.02546265,0.18122314,0.5559116,0.19035152,0.06296005,0.051109374,-0.005808632,-0.054477498,0.006172803,0.44433743,0.22036028,0.5536719,0.46561804,0.08616924,0.033326622,0.15131254,0.3299592,0.56969213,0.053609993,0.18528806,0.011479146,0.18840875,0.23882145,0.20258194,0.19012871,-0.011829858,0.06632124,0.38307276,1.0608718,1.5761185,0.0046551945,0.16244705,0.21473368,-0.005287174,-0.016854083,0.1454064,0.12823139,0.34866896,0.1965043,1.0858012,-0.028352493,0.8928444,-0.06112555,0.04176424,0.108787626,-0.018065404,-0.008989498,0.25702724,-0.036509003,0.3099616,-0.019755911,0.04732666,0.14631757,-0.047139645
-0.015824726,0.35180172,0.2278759,0.25626576,0.16689092,0.25137633,0.09897293,0.25180048,0.38104385,0.17154963,0.4017998,0.3263591,0.17186789,0.33651987,0.12943822,0.25619376,0.40839392,0.35735443,0.0898003,0.29418683,0.34361324,0.09239025,0.28447172,0.28721708,0.33865407,0.10340955,9.863142,0.13157275,0.076369904,0.26792654,0.27226835,0.21923168,0.4042587,0.24473146,0.21688955,0.2932734,0.25867885,0.45120338,0.23740643,0.17559615,0.14785281,0.30910838,0.17875522,0.18081994,0.3234258,0.18963468,0.16303635,0.22884542,0.1093279,0.27078435,0.088233106,0.24359609,0.17360249,0.21235314,0.22902681,0.19853042,0.3030789,0.26157126,0.36742204,0.28726104,0.29115734,0.16821152,0.11295001,0.3405419,0.3920497,0.22756779,0.2479841,0.21019256,0.28445613,0.26412612,0.17627056,0.18367411,0.12357449,0.12829465,0.2868767,0.0008736542
-0.003532785,0.4374766,0.35325035,0.14443092,0.25176203,0.33670765,0.14596593,0.14938876,0.29665875,0.38712293,0.26615798,0.49437872,0.23041213,0.23958366,0.1304137,0.13846365,0.15722695,0.33898407,0.10438769,0.2982707,0.21225367,0.2043573,0.15330395,0.21147062,0.2682237,0.2052168,0.17534263,8.374059,-0.0044396794,0.16236618,0.21924286,0.35095575,0.3718007,0.23940964,0.46744967,0.273073,0.1360698,0.21523327,0.29268005,0.16298191,0.2861592,0.10198605,0.19082707,0.24100636,0.18025583,0.21967408,0.22258602,0.29810992,0.38555005,0.2989361,0.21426222,0.268523,0.20844816,0.1403726,0.41589817,0.36401793,0.24150535,0.24427493,0.2297978,0.30464205,0.15764624,0.4155935,0.15281607,0.33569494,0.15898691,0.22549756,0.30669105,0.107171044,0.19460385,0.25591433,0.16211802,0.27108207,0.13944383,0.077685766,0.46006346,-0.0045928997
-0.017768573,0.061226815,-0.037996124,-0.06211072,-0.042773772,-0.022319641,-0.05638181,-0.12917875,-0.045521453,-0.12903675,-0.044285387,0.0077276244,-0.057663247,-0.029637408,-0.072310545,-0.067624785,-0.10736842,0.04239374,-0.04396739,-0.041944467,-0.0073809153,-0.065070406,-0.094707206,-0.018918322,-0.08455523,-0.06379973,-0.046107695,-0.057739794,-0.062281307,-0.10981629,-0.10492813,-0.026561638,-0.022786232,0.029501617,-0.04038444,-0.008751496,-0.044885423,-0.04481026,-0.022554602,-0.015160241,-0.037313946,-0.057608593,-0.082249984,0.031350125,0.052259736,0.00810259,-0.02984826,-0.13417166,-0.08161243,-0.047429003,-0.0764188,-0.07498873,-0.08253503,-0.035549212,-0.07270446,3.6625576,-0.12482334,0.007666643,-0.055239912,-0.0248864,-0.03484851,-0.044823363,-0.0974442,-0.06823785,-0.10821862,-0.03462776,-0.07002433,-0.07762999,-0.10418404,-0.038178604,-0.08271918,-0.0514255,-0.07725165,-0.07747063,-0.09329889,-0.08324144
-0.04848311,0.43180352,0.4712177,0.4892788,0.49276066,0.5374836,0.32754073,0.39664102,0.54194844,0.41280115,0.52789325,0.4417898,0.50633806,0.42558932,0.35796893,0.44750887,0.35571855,0.6390364,0.1304106,0.52989274,0.46501225,0.41838157,0.36413527,0.38617733,0.36573473,0.49417377,0.41574517,0.39998078,0.16478886,0.42849618,0.4333478,0.4052667,0.6367926,0.56605995,0.36289915,0.43682674,0.42326218,0.50075406,0.48330203,0.48581147,0.40322837,0.3778308,0.37173483,0.39436153,0.44183496,0.45981526,0.43135172,0.5266574,0.4925246,0.5192991,0.35312104,0.47648856,0.3836112,0.3273727,0.3470218,0.46507785,0.6011806,0.49448138,0.5140415,0.52265686,0.42541853,0.49290267,0.38192922,0.57083285,0.49490032,0.51396275,0.4810506,0.17155768,0.44472885,0.46140817,0.36375973,0.49524286,0.2541884,0.28711185,0.64901197,10.230653
-0.3530274,0.003972535,0.21867226,0.37997806,0.21729414,-0.008862712,-0.050636422,-0.12460286,0.14823791,-0.01987193,0.07959505,0.030783813,-0.034402136,0.12850286,-0.028925985,0.17212711,-0.05265221,0.43122754,-0.018252809,0.09972265,0.18459739,-0.15860721,0.020978188,0.048442565,0.15725835,0.090599336,0.035277314,-0.08840133,-0.041587416,-0.07486958,-0.049370024,0.1296171,0.64276713,-0.062030233,-0.047497544,-0.008885151,0.0018353107,0.03427221,0.15394336,0.036808874,-0.005951106,0.061086643,-0.053011816,0.10345649,0.5496742,0.48691285,0.24793713,-0.087154455,0.01097473,0.17074275,-0.038578983,0.017538222,-0.045924705,0.10050629,0.54473644,-0.07586074,-0.115246475,0.15126719,0.10622099,0.23675407,0.10530528,-0.0388195,-0.07071412,0.014776168,-0.09313879,-0.02902088,0.54167885,-0.01967433,-0.035065968,0.02144976,-0.09131493,0.14877392,-0.08350552,0.051637065,-0.014659334,-0.07284048
-0.041531716,0.41955605,0.2603136,0.39825937,0.4327017,0.38243452,0.14208068,0.099721126,0.29611912,0.3545222,0.38077924,0.2783053,0.24445023,0.38220832,0.2264655,0.3157758,0.29633412,0.39351824,0.008259893,0.33038253,0.25931644,0.18166555,0.21518202,0.19481093,0.29067582,0.38480708,0.1701869,0.18715732,0.06712303,0.20916176,0.22591579,0.38838127,0.43539184,0.2029939,0.3015041,0.3563573,0.19826442,0.28422138,0.27632326,0.2720975,0.18304071,0.15948945,0.30209005,0.28086388,0.38210583,0.36114672,0.31316718,0.34936696,0.18616824,0.427526,0.24944498,0.23403908,0.23822112,0.186431,0.3833043,0.3678681,0.3708849,0.3296827,0.28996426,0.45151073,0.27156168,0.21317099,0.15253243,0.36365464,0.34560382,0.25708067,0.39388353,0.18904987,7.2916636,0.24241537,0.05465587,0.25223544,0.15276474,0.20006035,0.44360685,0.02065351
0.02511239,0.014026419,-0.008772457,0.08265834,0.06805376,0.1607082,-0.023844898,3.9150176,0.19996499,-0.04578098,0.007043806,0.051529992,0.15400694,0.066410184,-0.052980687,-0.031992417,-0.05192276,-0.021935161,0.0059470874,0.036783423,0.18583429,-0.017944572,-0.08393622,0.0078297,-0.02863415,-0.04497405,-0.025606843,-0.024241287,-0.063687615,-0.07023765,-0.051596142,0.06006377,0.0138813555,-0.05569234,0.0056257886,-0.059439734,-0.07765623,0.07532217,-0.009367968,-0.025947021,0.0018556112,-0.03071391,-0.03440408,0.06065655,0.0031549928,0.13222751,0.031587165,-0.110552296,0.013048021,0.047094442,-0.06787187,0.0057879193,-0.060279623,-0.009504207,0.11407531,-0.0732484,-0.11562011,0.008232003,0.025688257,0.043837264,0.007827866,-0.037156742,-0.09012495,0.08303124,-0.07496804,-0.06814548,0.026774801,-0.11747336,-0.051648818,0.047706477,-0.101875745,-0.00011259808,-0.054863434,-0.041987255,0.007151216,-0.0764281
0.05748206,0.30402014,0.2921507,0.45750275,0.45266053,0.5132112,0.19930111,0.26762956,0.36173794,0.30301827,0.35214323,0.34167552,0.4318559,0.3709716,0.31115508,0.342624,0.40816227,0.43526784,0.07970517,0.49411473,0.40343058,0.3132046,0.31255364,0.25744012,0.16608328,0.3550191,0.21899846,0.23679714,0.08874188,0.42282718,0.23604241,0.31541556,0.41232017,0.2995395,0.19156736,0.48416287,0.2373911,0.31417513,0.4689397,0.29995725,0.45305192,0.1762629,0.41519892,0.31809452,0.39854333,0.34781992,0.603752,0.45724103,0.43942416,0.41081163,0.2849952,0.28075874,0.3071443,0.21886648,0.39664674,0.28842625,0.3309489,0.3581433,0.3448311,0.29902664,0.32432225,0.3916244,8.321027,0.41972417,0.35074246,0.26482028,0.35912558,0.27353156,0.2713013,0.31777677,0.22263911,0.45286018,0.26355922,0.22477373,0.5230322,0.09583718
-0.05050322,0.13266835,0.2080353,0.13632669,0.15382613,0.22647323,0.06050936,0.051269926,0.19939098,0.25076196,0.12075157,0.14687963,0.24001601,0.15720211,0.08747756,0.07369309,0.17331943,0.35583508,0.05213353,0.20850845,0.2827445,0.12089359,0.05697101,0.27615303,0.089384004,0.16979496,0.0694326,0.07130881,-0.0026809429,0.03893839,0.041663017,0.15090904,0.23637922,0.15169482,0.12170084,0.07999112,0.0865617,0.16271545,0.13665864,0.15803629,0.07352613,0.06992994,0.07788759,0.1633044,0.25739193,0.3274225,0.227552,0.11838341,0.24350005,0.1821082,0.056718744,0.08313784,0.079406,0.10358284,0.1288349,0.19553407,0.106957376,0.13368256,0.17005512,0.19763334,0.08532226,0.14973588,0.017628063,0.2483836,0.045962587,5.982583,0.09055848,0.05474306,0.06247542,0.0633631,0.04271978,0.14167741,0.012984922,0.011286706,0.16359347,-0.05040677
-0.062156286,0.033172294,0.07310904,-0.037858356,0.032404322,0.06412119,-0.05959042,-0.10676215,-0.012080578,-0.08549348,0.0634756,0.029899312,0.020740563,3.6884704,-0.072475664,0.04664968,-0.0008456199,0.06271152,-0.08236554,0.037959673,0.11226253,-0.02092666,-0.026957843,0.02090098,-0.0056014457,0.02744653,-0.0008245122,0.008248271,-0.070813656,-0.081567556,-0.04517668,0.15604362,0.021866143,-0.022653358,0.018648077,-0.024617756,-0.060554225,0.0038339114,0.04573455,0.12938908,-0.05268207,-0.0054774843,-0.056433316,0.10313421,0.032385543,0.06358409,0.05716945,-0.07217934,-0.013813763,0.09890307,-0.041093785,0.015417142,-0.032154843,0.0057193446,0.068193056,-0.03519502,-0.073068365,0.052955076,0.06888244,-0.026155831,-0.0027313503,-0.017118752,-0.08084182,0.009337405,-0.07746005,-0.05392681,-0.067184895,-0.020555278,-0.08040599,0.003289678,-0.06854304,0.13571902,-0.07424782,-0.052458566,0.006579729,-0.090466775
0.042927984,0.13451819,0.1675048,0.39447314,0.21914433,0.19461998,0.04085159,0.042990237,0.2640881,0.22822851,0.246885,0.7580129,0.11468872,0.27322865,0.22488168,0.17355902,0.21518274,0.3031995,0.08976531,0.3518139,0.36742723,0.12552321,6.45119,0.23392487,0.27944168,0.09657921,0.10621081,0.069017306,0.023729077,0.14743936,0.10685788,0.23422052,0.31882384,0.17533247,0.21862115,0.10657734,0.088686824,0.22675018,0.22185235,0.32557184,0.07334536,0.1145015,0.023412528,0.21937445,0.26473898,0.28533664,0.24983147,0.13502571,0.2380945,0.24552618,0.17444786,0.2999578,0.028587447,0.16238226,0.271385,0.21380368,0.15876684,0.16787864,0.1395915,0.28188583,0.19512722,0.22033261,0.014342925,0.25315502,0.07484439,0.16848104,0.3215979,0.14480507,0.09137995,0.16711396,0.052763443,0.13624446,0.11624159,0.104398526,0.22930828,-0.028101785
-0.95944107,-0.16235314,-0.21202005,-0.23429011,-0.21599478,-0.20480086,-0.16122082,-0.18436132,-0.20261794,-0.3730089,-0.19451977,-0.17125542,-0.1425225,-0.3107311,-0.19790342,-0.27560094,-0.14645088,-0.2974914,-0.09586641,-0.34671232,-0.2037341,-0.18046309,-0.20638277,-0.1503909,-0.17635122,-0.145735,-0.18259506,-0.27634844,-0.14045106,-0.21793453,-0.1960751,-0.2071649,-0.29487696,-0.15374182,-0.15769339,-0.16597463,-0.19578156,-0.14024846,-0.28908756,-0.19658254,-0.1972528,-0.19506066,-0.16270262,-0.15510958,-0.27934554,-0.26988992,-0.21673383,-0.20613286,-0.12828244,-0.23008582,-0.13248962,-0.23178451,-0.20041218,-0.20133044,-0.26505923,-0.27925593,-0.23606527,-0.2844947,-0.14995779,-0.1995939,-0.14808205,-0.18116009,-0.1701734,-0.22528975,-0.16773488,-0.2231239,-0.23520625,-0.16867056,-0.20330286,-0.14736383,-0.14643213,-0.17757976,-0.14814146,-0.19248654,-0.2085771,-0.1267045
-0.12727329,0.049058415,0.23294704,0.16782083,0.25509647,0.26421395,0.15610267,0.1782219,0.4056003,0.1669577,0.114630714,0.15297994,0.18032752,0.20878406,0.14668919,0.22560051,0.23707262,0.23133494,8.529308,0.19450943,0.14835282,0.14570695,0.15451959,0.1021602,0.21610104,0.09943754,0.067220874,0.14148885,0.062852696,0.34970823,0.09254764,0.20359972,0.20364068,0.37339574,0.15528473,0.06621872,0.15642074,0.18397598,0.23245649,0.36214957,0.1578035,0.09364108,0.10777487,0.14776404,0.35853484,0.32935765,0.25744167,0.1714714,0.20002894,0.2013547,0.24216536,0.21643722,0.05016821,0.11879099,0.16550766,0.16468938,0.11848818,0.1999575,0.37151855,0.08860988,0.21493895,0.16080824,0.02745072,0.225673,0.21790549,0.07219127,0.24540266,0.031477433,0.09237166,0.16502012,0.01387858,0.076466195,0.101758555,0.13538614,0.16741078,-0.0001317537
0.023127867,0.4109317,0.31651834,0.3959666,0.24016458,0.22289489,0.06350044,0.18671064,0.35015938,0.24685849,0.2813053,0.28910938,0.19420831,0.22089824,0.17705722,7.7711463,0.21086957,0.4295985,0.07341987,0.31796992,0.19151041,0.12951761,0.1441818,0.15365225,0.22377636,0.12638251,0.1788366,0.24755074,0.082452804,0.18142977,0.14611727,0.38708845,0.32478827,0.32614842,0.21025117,0.11798613,0.15798092,0.16346228,0.30357733,0.3160866,0.15228961,0.31019408,0.1980059,0.43386427,0.24764062,0.38365948,0.27909082,0.19472553,0.30750564,0.5551726,0.20848012,0.39034146,0.21327981,0.15178113,0.3399498,0.15182748,0.2636529,0.25559637,0.122696586,0.15042569,0.30910358,0.250389,0.12550583,0.23458654,0.15163378,0.33369648,0.30588898,0.14067663,0.10839369,0.31655598,0.093068816,0.33870617,0.08802588,0.2087814,0.27881444,-0.041751184
-0.028078265,0.31964022,0.38848665,0.26967254,0.27292305,0.31056258,0.15906706,0.15964256,0.31978664,0.19601512,0.17915815,0.28095368,0.19654894,0.2858749,0.12015557,0.32153806,0.32746902,0.36844912,0.09897538,0.2228607,0.32869184,0.2288284,0.22173549,0.3051621,0.222008,0.21464534,0.15592961,0.19591507,0.059312858,0.20313603,0.12252138,0.43312788,0.3961885,0.36154222,0.2609998,0.2614731,0.29589796,0.23160335,0.18362018,0.18075415,0.23892726,0.12560041,0.2489539,0.13545284,0.32583654,0.29336017,0.160141,0.19453594,0.3350279,0.23968239,0.23650818,0.26942104,0.109098986,0.15400513,0.32217225,0.24686153,0.32666695,0.2295567,0.3368468,0.38667753,0.22995195,0.25975275,0.069854476,0.3293673,0.2690677,0.25463635,0.30499712,0.15954562,0.17089427,0.22236648,7.8939166,0.32314238,0.12774752,0.17894927,0.31555194,0.002068385
0.055597406,0.11768006,0.17313363,0.24123627,0.21811469,0.14302331,0.12507346,-0.01166325,0.25649485,0.24442002,0.24544488,0.19451702,-0.0023460921,0.19006634,0.07683258,0.15801786,0.4592406,0.21839096,-0.03191448,0.15670717,0.2510748,0.16988961,0.11449042,0.19880384,0.13237399,0.06693446,0.09596301,0.022206932,0.043950703,0.089767866,0.082150914,0.08854661,0.1844278,0.12673384,0.08306021,0.14930911,0.04253528,0.19441645,0.18062031,0.17246646,0.06605264,0.054929253,0.09951775,0.083236456,0.28012404,0.25174725,0.15572923,0.16501203,0.22308096,0.29031682,0.15821081,0.23314247,0.08832984,0.12701088,0.2984083,0.20404604,0.09012608,6.6092553,0.17258061,0.15001489,0.14000386,0.14689076,-0.010360582,0.13661535,0.20015131,0.101863496,0.23087089,0.13575552,0.15735863,0.26281005,0.05526938,0.19362782,0.035387006,0.040064882,0.2033185,-0.051959127
